Vessel Name,IMO,MMSI,Latitude,Longitude,Date,Direction,Degrees,Speed,Position Source,Temperature,Pressure reduced to MSL (hPa),Visibility (m),Wind_Speed,Wind Direction (°),Current Speed (m/s),Current Direction (°),Water Temperature (°C),Significant height of combined wind (m),Direction of wind waves (°),Significant height of wind waves (m),Mean period of wind waves (s),Direction of swell waves (°),Significant height of swell waves (m),Mean period of swell waves (s),Total Precipitation Probability (%)
MAERSK KIMI,9162227,244132000,13.71421,42.47604,25/12/2018 17:49:22 +00:00,SSE,161,16.1,T-AIS,26.2,101410,29900,12.35,329,0.51,307,26.2,1.3,149,1.3,5,74,0.3,6,1
MAERSK KIMI,9162227,244132000,13.62912,42.50443,25/12/2018 18:08:49 +00:00,SSE,158,16.2,S-AIS,25.7,101510,30600,12.35,347,0.36,345,26.1,1.3,167,1.3,5,325,0.1,7,1
MAERSK KIMI,9162227,244132000,13.61079,42.5114,25/12/2018 18:13:07 +00:00,SSE,160,16.3,S-AIS,25.7,101510,30600,12.35,347,0.36,345,26.1,1.3,167,1.3,5,325,0.1,7,1
MAERSK KIMI,9162227,244132000,13.52167,42.55667,25/12/2018 18:36:01 +00:00,SE,142,16,T-AIS,25.7,101510,30600,12.35,347,0.36,345,26.1,1.3,167,1.3,5,325,0.1,7,1
MAERSK KIMI,9162227,244132000,13.47613,42.60975,25/12/2018 18:51:03 +00:00,SE,127,16.6,T-AIS,25.5,101580,32600,11.83,322,0.67,307,26.4,0.6,142,0.6,4,73,0.2,4,1
MAERSK KIMI,9162227,244132000,13.40169,42.73252,25/12/2018 19:21:48 +00:00,ESE,121,15.9,S-AIS,25.5,101580,32600,11.83,322,0.67,307,26.4,0.6,142,0.6,4,73,0.2,4,1
MAERSK KIMI,9162227,244132000,13.33333,42.84333,25/12/2018 19:50:48 +00:00,ESE,121,16,T-AIS,25.5,101580,32600,11.83,322,0.67,307,26.4,0.6,142,0.6,4,73,0.2,4,1
MAERSK KIMI,9162227,244132000,13.3317,42.8499,25/12/2018 19:51:48 +00:00,ESE,121,16.1,S-AIS,25.5,101580,32600,11.83,322,0.67,307,26.4,0.6,142,0.6,4,73,0.2,4,1
MAERSK KIMI,9162227,244132000,13.32461,42.86171,25/12/2018 19:54:49 +00:00,ESE,121,16,S-AIS,25.5,101580,32600,11.83,322,0.67,307,26.4,0.6,142,0.6,4,73,0.2,4,1
MAERSK KIMI,9162227,244132000,13.24966,42.98244,25/12/2018 20:27:49 +00:00,ESE,120,15.1,S-AIS,25.5,101580,32600,11.83,322,0.67,307,26.4,0.6,142,0.6,4,73,0.2,4,1
MAERSK KIMI,9162227,244132000,13.29074,42.91479,25/12/2018 20:51:17 +00:00,SE,124,15,T-AIS,25.5,101580,32600,11.83,322,0.67,307,26.4,0.6,142,0.6,4,73,0.2,4,1
MAERSK KIMI,9162227,244132000,13.13369,43.07132,25/12/2018 21:03:13 +00:00,SSE,152,15,S-AIS,25.2,101530,32600,11.83,321,0.67,319,26.4,0.6,141,0.6,4,70,0.2,4,2
MAERSK KIMI,9162227,244132000,12.98667,43.14167,25/12/2018 21:41:49 +00:00,SSE,154,15,T-AIS,25.2,101530,32600,11.83,321,0.67,319,26.4,0.6,141,0.6,4,70,0.2,4,2
MAERSK KIMI,9162227,244132000,12.92841,43.17096,25/12/2018 21:57:18 +00:00,SSE,155,15.6,T-AIS,25.2,101530,32600,11.83,321,0.67,319,26.4,0.6,141,0.6,4,70,0.2,4,2
MAERSK KIMI,9162227,244132000,12.74667,43.26167,25/12/2018 22:44:39 +00:00,SSE,153,14,T-AIS,25.2,101530,32600,11.83,321,0.67,319,26.4,0.6,141,0.6,4,70,0.2,4,2
MAERSK KIMI,9162227,244132000,12.7026,43.28365,25/12/2018 22:57:10 +00:00,SSE,154,15.2,T-AIS,25.2,101530,32600,11.83,321,0.67,319,26.4,0.6,141,0.6,4,70,0.2,4,2
MAERSK KIMI,9162227,244132000,12.56333,43.38833,25/12/2018 23:38:58 +00:00,SE,129,15,T-AIS,25.2,101530,32600,11.83,321,0.67,319,26.4,0.6,141,0.6,4,70,0.2,4,2
MAERSK KIMI,9162227,244132000,12.52965,43.43756,25/12/2018 23:52:43 +00:00,ESE,119,15.6,T-AIS,25.2,101530,32600,11.83,321,0.67,319,26.4,0.6,141,0.6,4,70,0.2,4,2
MAERSK KIMI,9162227,244132000,12.5162,43.46418,25/12/2018 23:58:44 +00:00,ESE,114,15.8,S-AIS,25.2,101530,32600,11.83,321,0.67,319,26.4,0.6,141,0.6,4,70,0.2,4,2
MAERSK KIMI,9162227,244132000,12.46193,43.59493,26/12/2018 00:29:08 +00:00,ESE,113,16.8,S-AIS,25.5,101650,32600,6.17,277,0.36,264,26.5,1.1,97,0.7,4,91,0.8,6,1
MAERSK KIMI,9162227,244132000,12.44333,43.635,26/12/2018 00:38:53 +00:00,ESE,113,17,T-AIS,25.5,101650,32600,6.17,277,0.36,264,26.5,1.1,97,0.7,4,91,0.8,6,1
MAERSK KIMI,9162227,244132000,12.42177,43.68818,26/12/2018 00:50:34 +00:00,ESE,114,17,T-AIS,25.5,101650,32600,6.17,277,0.36,264,26.5,1.1,97,0.7,4,91,0.8,6,1
MAERSK KIMI,9162227,244132000,12.4129,43.7085,26/12/2018 00:54:50 +00:00,ESE,113,17,S-AIS,25.5,101650,32600,6.17,277,0.36,264,26.5,1.1,97,0.7,4,91,0.8,6,1
MAERSK KIMI,9162227,244132000,12.41213,43.71028,26/12/2018 00:55:15 +00:00,ESE,113,17,S-AIS,25.5,101650,32600,6.17,277,0.36,264,26.5,1.1,97,0.7,4,91,0.8,6,1
MAERSK KIMI,9162227,244132000,12.41022,43.71472,26/12/2018 00:56:15 +00:00,ESE,113,17,S-AIS,25.5,101650,32600,6.17,277,0.36,264,26.5,1.1,97,0.7,4,91,0.8,6,1
MAERSK KIMI,9162227,244132000,12.40925,43.71692,26/12/2018 00:56:45 +00:00,ESE,114,17,S-AIS,25.5,101650,32600,6.17,277,0.36,264,26.5,1.1,97,0.7,4,91,0.8,6,1
MAERSK KIMI,9162227,244132000,12.40829,43.71912,26/12/2018 00:57:15 +00:00,ESE,114,17,S-AIS,25.5,101650,32600,6.17,277,0.36,264,26.5,1.1,97,0.7,4,91,0.8,6,1
MAERSK KIMI,9162227,244132000,12.4081,43.71956,26/12/2018 00:57:21 +00:00,ESE,114,17,S-AIS,25.5,101650,32600,6.17,277,0.36,264,26.5,1.1,97,0.7,4,91,0.8,6,1
MAERSK KIMI,9162227,244132000,12.40714,43.72178,26/12/2018 00:57:50 +00:00,ESE,113,17,S-AIS,25.5,101650,32600,6.17,277,0.36,264,26.5,1.1,97,0.7,4,91,0.8,6,1
MAERSK KIMI,9162227,244132000,12.40638,43.72355,26/12/2018 00:58:15 +00:00,ESE,113,17,S-AIS,25.5,101650,32600,6.17,277,0.36,264,26.5,1.1,97,0.7,4,91,0.8,6,1
MAERSK KIMI,9162227,244132000,12.40563,43.72533,26/12/2018 00:58:39 +00:00,ESE,113,17,S-AIS,25.5,101650,32600,6.17,277,0.36,264,26.5,1.1,97,0.7,4,91,0.8,6,1
MAERSK KIMI,9162227,244132000,12.40526,43.72622,26/12/2018 00:58:50 +00:00,ESE,112,17,S-AIS,25.5,101650,32600,6.17,277,0.36,264,26.5,1.1,97,0.7,4,91,0.8,6,1
MAERSK KIMI,9162227,244132000,12.40335,43.73067,26/12/2018 00:59:50 +00:00,ESE,114,17.1,S-AIS,25.5,101650,32600,6.17,277,0.36,264,26.5,1.1,97,0.7,4,91,0.8,6,1
MAERSK KIMI,9162227,244132000,12.39968,43.73909,26/12/2018 01:01:42 +00:00,ESE,113,17.1,S-AIS,25.5,101650,32600,6.17,277,0.36,264,26.5,1.1,97,0.7,4,91,0.8,6,1
MAERSK KIMI,9162227,244132000,12.33727,43.8881,26/12/2018 01:35:01 +00:00,ESE,113,17.5,T-AIS,25.5,101650,32600,6.17,277,0.36,264,26.5,1.1,97,0.7,4,91,0.8,6,1
MAERSK KIMI,9162227,244132000,12.33155,43.90179,26/12/2018 01:37:36 +00:00,ESE,114,17.4,S-AIS,25.5,101650,32600,6.17,277,0.36,264,26.5,1.1,97,0.7,4,91,0.8,6,1
MAERSK KIMI,9162227,244132000,12.32333,43.91833,26/12/2018 01:41:54 +00:00,ESE,114,17,T-AIS,25.5,101650,32600,6.17,277,0.36,264,26.5,1.1,97,0.7,4,91,0.8,6,1
MAERSK KIMI,9162227,244132000,12.30747,43.95508,26/12/2018 01:50:06 +00:00,ESE,115,17.1,T-AIS,25.5,101650,32600,6.17,277,0.36,264,26.5,1.1,97,0.7,4,91,0.8,6,1
MAERSK KIMI,9162227,244132000,12.25229,44.05669,26/12/2018 02:13:55 +00:00,ESE,116,17,S-AIS,25.5,101650,32600,6.17,277,0.36,264,26.5,1.1,97,0.7,4,91,0.8,6,1
MAERSK KIMI,9162227,244132000,12.22975,44.10329,26/12/2018 02:24:42 +00:00,ESE,115,16.8,S-AIS,25.5,101650,32600,6.17,277,0.36,264,26.5,1.1,97,0.7,4,91,0.8,6,1
MAERSK KIMI,9162227,244132000,12.21637,44.13177,26/12/2018 02:31:19 +00:00,ESE,114,16.8,S-AIS,25.5,101650,32600,6.17,277,0.36,264,26.5,1.1,97,0.7,4,91,0.8,6,1
MAERSK KIMI,9162227,244132000,12.18709,44.19292,26/12/2018 02:45:31 +00:00,ESE,115,16.9,S-AIS,25.5,101650,32600,6.17,277,0.36,264,26.5,1.1,97,0.7,4,91,0.8,6,1
MAERSK KIMI,9162227,244132000,12.04424,44.51057,26/12/2018 04:00:24 +00:00,ESE,111,16.4,S-AIS,25.6,101900,32600,7.72,260,0.62,229,26.7,1.3,80,1.1,5,94,0.7,6,2
MAERSK KIMI,9162227,244132000,12.04321,44.51317,26/12/2018 04:01:00 +00:00,ESE,111,16.4,S-AIS,25.6,101900,32600,7.72,260,0.62,229,26.7,1.3,80,1.1,5,94,0.7,6,2
MAERSK KIMI,9162227,244132000,12.04304,44.5136,26/12/2018 04:01:06 +00:00,ESE,111,16.4,S-AIS,25.6,101900,32600,7.72,260,0.62,229,26.7,1.3,80,1.1,5,94,0.7,6,2
MAERSK KIMI,9162227,244132000,12.04269,44.51447,26/12/2018 04:01:18 +00:00,ESE,111,16.4,S-AIS,25.6,101900,32600,7.72,260,0.62,229,26.7,1.3,80,1.1,5,94,0.7,6,2
MAERSK KIMI,9162227,244132000,12.04101,44.51878,26/12/2018 04:02:18 +00:00,ESE,111,16.4,S-AIS,25.6,101900,32600,7.72,260,0.62,229,26.7,1.3,80,1.1,5,94,0.7,6,2
MAERSK KIMI,9162227,244132000,12.03819,44.52617,26/12/2018 04:04:00 +00:00,ESE,111,16.4,S-AIS,25.6,101900,32600,7.72,260,0.62,229,26.7,1.3,80,1.1,5,94,0.7,6,2
MAERSK KIMI,9162227,244132000,12.0365,44.5305,26/12/2018 04:05:00 +00:00,ESE,111,16.4,S-AIS,25.6,101900,32600,7.72,260,0.62,229,26.7,1.3,80,1.1,5,94,0.7,6,2
MAERSK KIMI,9162227,244132000,11.92796,44.79606,26/12/2018 05:06:45 +00:00,ESE,113,16.5,S-AIS,25.6,101900,32600,7.72,260,0.62,229,26.7,1.3,80,1.1,5,94,0.7,6,2
MAERSK KIMI,9162227,244132000,11.92796,44.79606,26/12/2018 05:06:47 +00:00,ESE,113,16.5,S-AIS,25.6,101900,32600,7.72,260,0.62,229,26.7,1.3,80,1.1,5,94,0.7,6,2
MAERSK KIMI,9162227,244132000,11.92686,44.79863,26/12/2018 05:07:21 +00:00,ESE,113,16.4,S-AIS,25.6,101900,32600,7.72,260,0.62,229,26.7,1.3,80,1.1,5,94,0.7,6,2
MAERSK KIMI,9162227,244132000,11.92651,44.79948,26/12/2018 05:07:33 +00:00,ESE,112,16.4,S-AIS,25.6,101900,32600,7.72,260,0.62,229,26.7,1.3,80,1.1,5,94,0.7,6,2
MAERSK KIMI,9162227,244132000,11.92584,44.80114,26/12/2018 05:07:56 +00:00,ESE,112,16.4,S-AIS,25.6,101900,32600,7.72,260,0.62,229,26.7,1.3,80,1.1,5,94,0.7,6,2
MAERSK KIMI,9162227,244132000,11.92584,44.80114,26/12/2018 05:07:58 +00:00,ESE,112,16.4,S-AIS,25.6,101900,32600,7.72,260,0.62,229,26.7,1.3,80,1.1,5,94,0.7,6,2
MAERSK KIMI,9162227,244132000,11.92563,44.80165,26/12/2018 05:08:03 +00:00,ESE,112,16.4,S-AIS,25.6,101900,32600,7.72,260,0.62,229,26.7,1.3,80,1.1,5,94,0.7,6,2
MAERSK KIMI,9162227,244132000,11.92563,44.80165,26/12/2018 05:08:05 +00:00,ESE,112,16.4,S-AIS,25.6,101900,32600,7.72,260,0.62,229,26.7,1.3,80,1.1,5,94,0.7,6,2
MAERSK KIMI,9162227,244132000,11.92511,44.80294,26/12/2018 05:08:23 +00:00,ESE,112,16.4,S-AIS,25.6,101900,32600,7.72,260,0.62,229,26.7,1.3,80,1.1,5,94,0.7,6,2
MAERSK KIMI,9162227,244132000,11.92246,44.80938,26/12/2018 05:09:53 +00:00,ESE,113,16.4,S-AIS,25.6,101900,32600,7.72,260,0.62,229,26.7,1.3,80,1.1,5,94,0.7,6,2
MAERSK KIMI,9162227,244132000,11.92231,44.80974,26/12/2018 05:09:56 +00:00,ESE,113,16.5,S-AIS,25.6,101900,32600,7.72,260,0.62,229,26.7,1.3,80,1.1,5,94,0.7,6,2
MAERSK KIMI,9162227,244132000,11.92231,44.80974,26/12/2018 05:09:58 +00:00,ESE,113,16.5,S-AIS,25.6,101900,32600,7.72,260,0.62,229,26.7,1.3,80,1.1,5,94,0.7,6,2
MAERSK KIMI,9162227,244132000,11.92191,44.81067,26/12/2018 05:10:09 +00:00,ESE,113,16.4,S-AIS,25.6,101900,32600,7.72,260,0.62,229,26.7,1.3,80,1.1,5,94,0.7,6,2
MAERSK KIMI,9162227,244132000,11.92191,44.81067,26/12/2018 05:10:10 +00:00,ESE,113,16.4,S-AIS,25.6,101900,32600,7.72,260,0.62,229,26.7,1.3,80,1.1,5,94,0.7,6,2
MAERSK KIMI,9162227,244132000,11.91973,44.8158,26/12/2018 05:11:23 +00:00,ESE,113,16.4,S-AIS,25.6,101900,32600,7.72,260,0.62,229,26.7,1.3,80,1.1,5,94,0.7,6,2
MAERSK KIMI,9162227,244132000,11.90069,45.17541,26/12/2018 06:32:24 +00:00,ENE,71,16.4,S-AIS,25.6,101900,32600,7.72,260,0.62,229,26.7,1.3,80,1.1,5,94,0.7,6,2
MAERSK KIMI,9162227,244132000,11.95588,45.33511,26/12/2018 07:08:49 +00:00,ENE,70,16.6,S-AIS,25.6,101900,32600,7.72,260,0.62,229,26.7,1.3,80,1.1,5,94,0.7,6,2
MAERSK KIMI,9162227,244132000,12.00865,45.49567,26/12/2018 07:44:13 +00:00,ENE,71,17.1,S-AIS,25.6,101900,32600,7.72,260,0.62,229,26.7,1.3,80,1.1,5,94,0.7,6,2
MAERSK KIMI,9162227,244132000,12.05769,45.64774,26/12/2018 08:16:36 +00:00,ENE,72,17.7,S-AIS,25.4,101890,32600,8.75,257,0.1,211,26.6,1.4,77,1.3,5,105,0.5,5,1
MAERSK KIMI,9162227,244132000,12.05769,45.64774,26/12/2018 08:16:37 +00:00,ENE,72,17.7,S-AIS,25.4,101890,32600,8.75,257,0.1,211,26.6,1.4,77,1.3,5,105,0.5,5,1
MAERSK KIMI,9162227,244132000,12.46167,46.895,26/12/2018 12:32:28 +00:00,ENE,71,18,S-AIS,25.3,101550,32600,8.75,259,0.31,19,26.2,1.5,79,1.4,5,110,0.4,5,1
MAERSK KIMI,9162227,244132000,12.46217,46.89745,26/12/2018 12:32:44 +00:00,ENE,71,18.1,S-AIS,25.3,101550,32600,8.75,259,0.31,19,26.2,1.5,79,1.4,5,110,0.4,5,1
MAERSK KIMI,9162227,244132000,12.51674,47.06612,26/12/2018 13:08:01 +00:00,ENE,74,17.8,S-AIS,25.1,101560,32600,8.23,282,0.62,270,26.5,1.2,102,1,4,73,0.6,6,1
MAERSK KIMI,9162227,244132000,12.59571,47.33201,26/12/2018 14:04:26 +00:00,ENE,72,17.2,S-AIS,25.1,101560,32600,8.23,282,0.62,270,26.5,1.2,102,1,4,73,0.6,6,1
MAERSK KIMI,9162227,244132000,12.74333,47.815,26/12/2018 15:50:23 +00:00,ENE,74,16,S-AIS,24.8,101760,32600,8.23,272,0.46,258,26.3,1.3,92,1.2,5,58,0.4,6,1
MAERSK KIMI,9162227,244132000,12.76636,47.8959,26/12/2018 16:08:00 +00:00,ENE,74,16.6,S-AIS,24.8,101760,32600,8.23,272,0.46,258,26.3,1.3,92,1.2,5,58,0.4,6,1
MAERSK KIMI,9162227,244132000,12.77035,47.90994,26/12/2018 16:11:06 +00:00,ENE,73,16.5,S-AIS,24.8,101760,32600,8.23,272,0.46,258,26.3,1.3,92,1.2,5,58,0.4,6,1
MAERSK KIMI,9162227,244132000,12.77075,47.9113,26/12/2018 16:11:24 +00:00,ENE,73,16.5,S-AIS,24.8,101760,32600,8.23,272,0.46,258,26.3,1.3,92,1.2,5,58,0.4,6,1
MAERSK KIMI,9162227,244132000,12.77115,47.91265,26/12/2018 16:11:42 +00:00,ENE,73,16.5,S-AIS,24.8,101760,32600,8.23,272,0.46,258,26.3,1.3,92,1.2,5,58,0.4,6,1
MAERSK KIMI,9162227,244132000,12.8515,48.19402,26/12/2018 17:13:37 +00:00,ENE,73,16.6,S-AIS,24.8,101760,32600,8.23,272,0.46,258,26.3,1.3,92,1.2,5,58,0.4,6,1
MAERSK KIMI,9162227,244132000,12.86333,48.23833,26/12/2018 17:23:24 +00:00,ENE,73,16,S-AIS,24.8,101760,32600,8.23,272,0.46,258,26.3,1.3,92,1.2,5,58,0.4,6,1
MAERSK KIMI,9162227,244132000,12.86664,48.24675,26/12/2018 17:25:11 +00:00,ENE,74,16.6,S-AIS,24.8,101760,32600,8.23,272,0.46,258,26.3,1.3,92,1.2,5,58,0.4,6,1
MAERSK KIMI,9162227,244132000,12.95121,48.54106,26/12/2018 18:30:25 +00:00,ENE,72,16.3,S-AIS,24.7,101770,32600,8.23,267,0.31,198,26.3,1.3,87,1.1,5,72,0.7,6,1
MAERSK KIMI,9162227,244132000,12.98178,48.63756,26/12/2018 18:52:00 +00:00,ENE,72,16.7,S-AIS,24.7,101770,32600,8.23,267,0.31,198,26.3,1.3,87,1.1,5,72,0.7,6,1
MAERSK KIMI,9162227,244132000,13.04521,48.83767,26/12/2018 19:35:13 +00:00,ENE,71,17.2,S-AIS,24.7,101770,32600,8.23,267,0.31,198,26.3,1.3,87,1.1,5,72,0.7,6,1
MAERSK KIMI,9162227,244132000,13.42287,50.09141,27/12/2018 00:05:26 +00:00,ENE,74,17.4,S-AIS,24.8,101690,32600,7.2,248,0.46,32,25.6,1.5,68,1,4,88,1.1,7,1
MAERSK KIMI,9162227,244132000,13.42546,50.10049,27/12/2018 00:07:20 +00:00,ENE,73,17.4,S-AIS,24.8,101690,32600,7.2,248,0.46,32,25.6,1.5,68,1,4,88,1.1,7,1
MAERSK KIMI,9162227,244132000,13.47395,50.26295,27/12/2018 00:41:36 +00:00,ENE,71,17.1,S-AIS,24.8,101690,32600,7.2,248,0.46,32,25.6,1.5,68,1,4,88,1.1,7,1
MAERSK KIMI,9162227,244132000,13.50261,50.35036,27/12/2018 01:00:31 +00:00,ENE,72,17.2,S-AIS,24.4,101740,32600,5.66,253,0.57,299,25.7,1.3,73,0.9,4,107,1,8,2
MAERSK KIMI,9162227,244132000,13.55488,50.50626,27/12/2018 01:33:50 +00:00,ENE,71,17.5,S-AIS,24.4,101710,32600,6.69,255,0.21,349,25.9,1.4,75,1.1,5,101,0.9,8,1
MAERSK KIMI,9162227,244132000,13.80838,51.29551,27/12/2018 04:21:47 +00:00,ENE,70,17,S-AIS,24.5,101890,32600,7.2,243,0.26,340,25.6,1.4,63,1,5,102,1,8,1
MAERSK KIMI,9162227,244132000,14.02972,51.98314,27/12/2018 06:49:19 +00:00,ENE,71,18.1,S-AIS,24.5,101870,32600,7.2,231,0.31,8,25.8,1.6,51,1,4,90,1.2,7,1
MAERSK KIMI,9162227,244132000,14.61167,53.17833,27/12/2018 11:35:29 +00:00,NNE,28,16,S-AIS,24.9,101530,32600,7.2,244,0.1,245,25.6,1.4,64,0.8,4,97,1.1,7,2
MAERSK KIMI,9162227,244132000,14.94877,53.33811,27/12/2018 12:54:13 +00:00,NNE,24,17.1,S-AIS,24.9,101530,32600,7.2,244,0.1,245,25.6,1.4,64,0.8,4,97,1.1,7,2
MAERSK KIMI,9162227,244132000,15.8827,53.7233,27/12/2018 16:17:49 +00:00,NNE,21,18.5,S-AIS,24.3,101700,32600,6.69,256,0.26,197,25.4,1.2,76,0.7,3,101,1,7,2
MAERSK KIMI,9162227,244132000,15.94309,53.74743,27/12/2018 16:30:24 +00:00,NNE,20,18.1,S-AIS,24.3,101700,32600,6.69,256,0.26,197,25.4,1.2,76,0.7,3,101,1,7,2
"Date printed:Tue Jul 30 2019 07:08:19 GMT+0100 (British Summer Time), Number of records:382",,,,,,,,,,,,,,,,,,,,,,,,,